Well Name,Bit RPM (RPM),Bit Torque (kft_lb),Depth of Cut (in),Gamma (api),Mechanical Specific Energy (ksi),On Bottom ROP (ft_per_hr),Rotary RPM (RPM),Total Pump Output (gal_per_min),Weight on Bit (klbs)
Well 1,278,6,0.277,114.75,31.9,382.5,102.52,701.85,36.5
Well 1,278,6,0.268,114.84880000000001,32.7,370.48,102.27,701.14,37.0
Well 1,278,6,0.264,116.8672,32.9,365.21,102.8,701.14,36.7
Well 1,278,6,0.258,114.02879999999999,33.0,356.34,102.44,702.5,36.8
Well 1,278,6,0.267,107.2913,32.8,369.97,102.58,701.14,36.6
Well 1,278,6,0.278,103.86630000000001,31.6,384.69,102.47,701.08,37.3
Well 1,277,6,0.281,100.6486,31.5,387.11,102.27,701.14,38.1
Well 1,278,7,0.278,111.34549999999999,32.4,383.95,102.61,699.78,37.5
Well 1,278,7,0.278,111.3339,32.5,383.91,102.83,699.72,37.9
Well 1,277,7,0.279,107.786,32.2,384.95,102.36,700.49,38.3
Well 1,277,7,0.279,107.6684,32.4,384.53,102.47,699.78,37.3
Well 1,277,7,0.28,108.66800000000002,32.3,388.1,102.55,699.84,37.2
Well 1,278,7,0.288,111.566,32.1,398.45,102.66,699.72,37.5
Well 1,278,7,0.294,109.80630000000001,31.4,406.69,102.97,700.49,37.5
Well 1,277,7,0.297,98.6544,30.4,411.06,102.47,699.78,37.8
Well 1,277,7,0.298,111.17250000000001,30.4,411.75,102.94,699.72,37.9
Well 1,278,7,0.296,114.35480000000001,31.3,408.41,102.92,699.84,37.7
Well 1,277,7,0.29,116.25229999999999,31.6,400.87,102.61,699.84,37.6
Well 1,277,7,0.29,116.25519999999999,31.6,400.88,102.86,699.72,36.9
Well 1,278,7,0.295,118.2591,31.2,407.79,102.72,700.49,37.5
Well 1,277,7,0.298,106.6962,30.6,410.37,102.5,700.49,38.2
Well 1,277,7,0.296,110.349,31.0,408.7,102.72,699.07,38.3
Well 1,277,7,0.294,109.44450000000002,31.2,405.35,102.41,699.13,38.8
Well 1,277,7,0.293,113.35520000000001,31.7,404.84,102.36,699.07,38.8
Well 1,277,7,0.288,111.18520000000001,32.3,397.09,102.66,699.84,38.3
Well 1,277,7,0.282,109.00680000000001,32.5,389.31,102.33,699.13,38.4
Well 1,277,7,0.284,113.65099999999998,32.3,391.9,102.64,699.84,38.3
Well 1,277,7,0.284,117.276,32.4,390.92,102.69,700.49,38.7
Well 1,277,7,0.278,115.15199999999999,32.3,383.84,102.66,699.78,38.1
Well 1,277,7,0.28,115.791,32.1,385.97,102.36,700.49,37.7
Well 1,278,7,0.279,115.608,32.5,385.36,102.66,699.84,38.4
Well 1,277,7,0.276,102.7998,32.9,380.74,102.44,700.49,37.7
Well 1,277,7,0.275,113.64,33.0,378.8,102.8,699.13,37.9
Well 1,277,7,0.278,115.338,32.7,384.46,102.61,700.49,39.2
Well 1,277,7,0.281,112.2967,32.1,387.23,102.38,700.49,39.0
Well 1,278,7,0.277,115.116,33.1,383.72,102.52,701.14,38.7
Well 1,278,6,0.263,109.35,33.2,364.5,103.0,701.14,38.5
Well 1,278,7,0.266,117.7856,33.3,368.08,102.64,700.49,37.8
Well 1,278,7,0.266,117.344,33.9,366.7,102.8,699.78,37.4
Well 1,278,7,0.27,119.4432,33.5,373.26,102.97,701.2,37.6
Well 1,278,7,0.282,120.95270000000001,32.8,390.17,102.69,700.49,40.0
Well 1,277,7,0.284,113.55239999999999,32.1,391.56,102.66,699.84,38.8
Well 1,278,7,0.277,107.2484,33.5,383.03,102.69,699.84,38.0
Well 1,278,7,0.273,105.66640000000001,33.5,377.38,102.8,700.49,38.2
Well 1,278,7,0.274,109.65769999999999,32.7,378.13,102.61,700.49,37.8
Well 1,278,7,0.274,109.76789999999998,32.8,378.51,102.72,699.72,38.5
Well 1,278,7,0.276,110.56249999999999,32.8,381.25,102.61,700.49,38.0
Well 1,278,7,0.275,106.302,32.6,379.65,102.52,700.49,38.2
Well 1,277,7,0.27,112.05899999999998,33.8,373.53,102.64,699.84,37.9
Well 1,277,7,0.269,109.815,33.9,366.05,102.75,700.49,37.9
Well 1,269,7,0.375,117.5808,32.4,367.44,94.01,702.57,40.5
Well 1,270,2,0.12,169.73250000000002,20.9,161.65,97.68,693.59,23.4
Well 1,273,3,0.207,171.8126,20.1,281.66,102.08,688.14,30.1
Well 1,273,4,0.268,126.6545,18.0,361.87,102.02,683.4,33.8
Well 1,272,4,0.287,112.3663,19.0,387.47,102.19,678.66,34.7
Well 1,277,5,0.286,112.38369999999999,24.7,387.53,102.08,699.66,35.9
Well 1,277,6,0.279,111.07579999999999,27.4,383.02,102.13,697.71,36.2
Well 1,276,6,0.279,114.873,28.7,382.91,102.1,696.35,36.6
Well 1,277,6,0.272,126.69420000000001,33.1,372.63,102.16,698.36,35.1
Well 1,278,5,0.218,137.87120000000002,39.0,299.72,102.44,702.45,30.6
Well 1,279,5,0.16,119.5938,39.7,221.47,103.17,703.75,27.4
Well 1,279,4,0.145,108.31320000000001,39.2,200.58,103.22,704.46,25.7
Well 1,279,4,0.142,106.2666,39.3,196.79,103.17,705.89,28.0
Well 1,280,4,0.142,110.29760000000002,38.6,196.96,103.06,705.89,27.7
Well 1,279,4,0.144,111.552,39.4,199.2,103.0,705.11,27.2
Well 1,279,4,0.144,109.527,39.1,199.14,103.34,704.41,26.4
Well 1,279,4,0.144,110.06600000000002,39.3,200.12,103.08,704.41,26.6
Well 1,279,4,0.149,111.05100000000002,38.6,205.65,103.03,704.41,26.7
Well 1,279,4,0.147,117.97779999999999,39.1,203.41,102.86,704.41,26.3
Well 1,279,4,0.147,117.67039999999999,38.7,202.88,102.83,704.41,26.6
Well 1,279,4,0.146,109.62,39.0,203.0,103.03,704.41,26.4
Well 1,279,4,0.143,107.31960000000001,39.1,198.74,103.08,704.41,26.0
Well 1,279,4,0.149,117.12089999999999,39.2,198.51,102.89,705.11,26.2
Well 1,261,4,0.195,123.3985,35.6,209.15,85.36,706.54,29.1
Well 1,261,4,0.184,108.2214,39.4,200.41,85.47,705.89,29.9
Well 1,253,4,0.191,110.0545,36.6,207.65,76.63,705.18,29.4
Well 1,257,4,0.188,117.03819999999999,38.1,201.79,81.58,705.23,29.4
Well 1,256,4,0.191,112.22200000000001,39.0,204.04,80.52,705.23,29.7
Well 1,249,4,0.195,116.77120000000002,35.3,208.52,69.29,705.89,30.8
Well 1,247,4,0.198,120.00779999999999,34.8,210.54,66.72,706.59,31.5
Well 1,251,4,0.187,111.8096,37.5,199.66,70.75,705.89,30.0
Well 1,273,4,0.148,112.0056,38.9,200.01,97.15,704.41,26.8
Well 1,273,4,0.149,111.01200000000001,38.2,201.84,96.95,704.41,26.9
Well 1,273,4,0.147,109.802,38.9,199.64,97.12,705.11,26.7
Well 1,273,4,0.149,118.6785,38.9,201.15,97.01,704.41,26.6
Well 1,273,4,0.149,119.3629,38.4,202.31,97.12,704.41,26.5
Well 1,273,4,0.149,117.40359999999998,37.6,202.42,97.12,705.11,27.0
Well 1,273,4,0.148,118.15339999999999,38.5,200.26,96.95,704.41,26.8
Well 1,273,4,0.148,118.47789999999999,38.6,200.81,97.15,704.41,26.3
Well 1,273,4,0.149,104.9308,38.0,201.79,97.09,705.11,25.8
Well 1,273,4,0.148,104.45240000000001,37.0,200.87,96.79,705.06,25.9
Well 1,272,4,0.16,110.6547,36.8,216.97,96.25,705.11,27.4
Well 1,272,4,0.178,115.944,34.8,241.55,96.34,703.75,28.4
Well 1,272,4,0.183,111.2535,33.1,247.23,96.14,703.75,29.0
Well 1,271,5,0.187,108.8373,33.7,253.11,95.97,702.45,28.9
Well 1,271,5,0.195,115.4208,32.7,262.32,95.75,703.1,29.7
Well 1,272,5,0.209,124.0536,32.0,281.94,96.76,701.74,31.4
Well 1,271,5,0.223,123.33619999999999,29.9,300.82,96.17,701.68,32.9
Well 1,271,5,0.226,112.49480000000001,30.5,304.04,96.39,699.66,32.1
Well 1,271,5,0.233,113.148,30.4,314.3,96.37,699.66,34.5
Well 1,271,5,0.246,112.693,29.2,331.45,96.39,699.78,34.5
Well 1,271,5,0.256,113.6091,29.0,344.27,96.28,698.36,35.0
Well 1,271,6,0.263,102.6368,28.7,353.92,96.7,697.0,35.6
Well 1,271,6,0.267,107.829,28.8,359.43,96.67,697.59,36.2
Well 1,271,6,0.274,110.376,28.3,367.92,97.07,696.93,37.9
Well 1,271,6,0.278,111.71999999999998,28.6,372.4,96.87,696.35,39.8
Well 1,271,6,0.276,114.73100000000001,29.3,370.1,96.76,696.35,38.8
Well 1,270,6,0.272,113.7514,29.4,366.94,96.45,696.35,40.0
Well 1,271,6,0.28,112.929,28.5,376.43,97.01,696.35,39.2
Well 1,271,6,0.292,113.8366,28.2,392.54,97.04,695.57,39.9
Well 1,270,6,0.296,99.415,28.1,397.66,96.81,694.27,40.1
Well 1,270,6,0.301,109.20150000000001,27.8,404.45,96.67,694.27,40.9
Well 1,270,6,0.313,113.72130000000001,27.5,421.19,96.79,693.56,42.1
Well 1,270,6,0.317,110.5546,27.3,425.21,97.04,692.91,42.6
Well 1,270,6,0.314,113.88870000000001,28.0,421.81,97.12,692.91,42.4
Well 1,270,6,0.316,114.40440000000001,28.0,423.72,97.15,692.14,41.6
Well 1,270,6,0.323,112.3252,27.6,432.02,96.76,692.26,43.0
Well 1,270,6,0.322,116.6427,27.6,432.01,97.01,692.91,43.1
Well 1,270,6,0.319,119.3332,27.9,426.19,96.81,692.26,42.2
Well 1,270,6,0.313,117.4124,28.2,419.33,96.9,692.14,43.1
Well 1,269,6,0.318,119.29680000000002,28.1,426.06,96.73,691.55,43.1
Well 1,270,7,0.319,111.0746,27.9,427.21,96.79,692.26,42.4
Well 1,270,6,0.41,111.43860000000001,27.6,428.61,96.73,693.56,42.3
Well 1,243,3,0.192,143.9082,21.1,232.11,68.9,698.53,22.7
Well 1,240,3,0.196,147.105,22.6,233.5,66.46,695.09,28.8
Well 1,274,4,0.241,154.57829999999998,21.1,328.89,102.41,690.35,30.6
Well 1,274,4,0.258,112.6944,20.4,352.17,102.36,687.56,32.3
Well 1,274,4,0.279,110.08109999999999,20.3,379.59,102.55,685.55,34.2
Well 1,279,4,0.299,118.59549999999999,20.8,408.95,102.8,706.79,35.7
Well 1,281,6,0.307,115.9731,26.2,429.53,102.64,715.1,37.1
Well 1,280,6,0.316,113.6538,28.0,437.13,102.41,711.13,38.2
Well 1,278,6,0.316,113.6226,27.9,437.01,102.58,701.34,38.5
Well 1,277,6,0.322,115.7884,27.5,445.34,102.41,700.03,39.2
Well 1,277,7,0.333,115.0325,27.2,460.13,102.61,699.38,42.0
Well 1,277,7,0.334,115.09,27.0,460.36,102.47,700.74,42.7
Well 1,277,6,0.325,112.3625,27.8,449.45,102.5,699.97,41.5
Well 1,277,6,0.32,114.75880000000001,28.0,441.38,102.75,700.03,41.4
Well 1,278,7,0.329,117.9464,27.5,453.64,102.55,700.03,41.8
Well 1,277,7,0.335,115.64,27.1,462.56,102.55,699.38,41.6
Well 1,277,7,0.337,116.0875,27.0,464.35,102.58,699.26,41.9
Well 1,277,7,0.335,115.585,26.9,462.34,102.69,700.03,42.0
Well 1,277,7,0.334,105.94030000000001,27.6,460.61,102.58,699.38,42.0
Well 1,277,7,0.333,119.4258,27.8,459.33,102.47,698.73,41.7
Well 1,277,7,0.332,118.95,28.1,457.5,102.58,698.61,41.7
Well 1,277,7,0.332,118.7134,28.3,456.59,102.41,697.3,41.0
Well 1,277,7,0.327,113.135,28.3,452.54,102.58,699.38,40.9
Well 1,277,7,0.325,112.16,28.1,448.64,102.64,698.73,41.0
Well 1,277,7,0.325,112.16,28.1,448.64,102.38,698.73,41.5
Well 1,277,7,0.325,107.5464,28.3,448.11,102.66,698.73,40.9
Well 1,277,7,0.328,112.81,28.2,451.24,102.5,697.96,42.0
Well 1,277,7,0.329,113.51,28.2,454.04,102.61,698.67,41.4
Well 1,277,7,0.33,113.61,28.3,454.44,102.36,698.08,41.3
Well 1,277,7,0.329,113.3825,28.3,453.53,102.33,698.73,41.9
Well 1,277,7,0.328,108.51599999999999,28.2,452.15,102.61,697.96,42.5
Well 1,277,7,0.327,108.1416,28.6,450.59,102.55,698.61,42.0
Well 1,277,7,0.33,109.2744,28.5,455.31,102.8,697.25,42.2
Well 1,277,7,0.334,110.61359999999999,28.3,460.89,102.5,698.02,42.0
Well 1,277,7,0.334,110.628,27.9,460.95,102.64,697.96,42.7
Well 1,277,7,0.334,110.4456,28.5,460.19,102.69,697.3,42.7
Well 1,277,7,0.334,101.2066,28.5,460.03,102.44,697.3,42.2
Well 1,277,7,0.333,100.8282,28.7,458.31,102.72,698.08,42.0
Well 1,277,7,0.334,110.5296,28.6,460.54,102.5,698.08,42.6
Well 1,277,7,0.336,111.192,28.1,463.3,102.86,697.96,43.1
Well 1,277,7,0.334,110.6424,28.8,461.01,102.41,697.96,42.3
Well 1,277,7,0.327,112.835,29.1,451.34,102.69,698.08,42.4
Well 1,277,7,0.327,112.505,28.8,450.02,102.47,697.96,43.7
Well 1,277,7,0.323,111.62,30.1,446.48,102.69,698.73,43.3
Well 1,277,7,0.306,105.355,30.5,421.42,102.83,699.38,41.9
Well 1,277,7,0.312,112.28880000000001,29.9,431.88,102.5,698.73,41.9
Well 1,277,7,0.317,113.9788,28.7,438.38,102.75,698.73,41.6
Well 1,277,7,0.316,113.54720000000002,28.6,436.72,102.52,698.73,41.5
Well 1,277,7,0.321,115.2684,28.9,443.34,102.64,698.73,41.8
Well 1,277,7,0.329,108.9432,28.0,453.93,102.78,698.73,43.2
Well 1,277,7,0.333,110.364,27.9,459.85,102.52,699.38,42.6
Well 1,277,7,0.333,110.39039999999999,27.5,459.96,102.61,698.61,42.6
Well 1,277,7,0.33,109.2384,28.0,455.16,102.78,699.38,42.9
Well 1,277,7,0.33,109.3848,28.2,455.77,102.64,699.38,42.9
Well 1,278,7,0.334,106.1634,27.5,461.58,103.03,699.38,42.6
Well 1,278,7,0.335,101.6004,27.1,461.82,102.83,699.38,43.7
Well 1,277,7,0.333,105.7011,27.3,459.57,102.78,699.38,43.9
Well 1,277,7,0.33,104.7604,27.9,455.48,102.64,698.61,43.2
Well 1,277,7,0.324,107.4096,28.2,447.54,102.66,699.38,42.4
Well 1,277,7,0.326,108.192,28.0,450.8,102.44,698.73,42.7
Well 1,277,7,0.327,103.8887,27.8,451.69,102.55,699.26,42.6
Well 1,277,7,0.329,104.5327,27.9,454.49,102.66,699.38,43.5
Well 1,277,7,0.332,110.1456,27.8,458.94,102.75,698.73,43.9
Well 1,277,7,0.332,109.9656,27.9,458.19,102.66,698.73,42.2
Well 1,277,7,0.325,116.8232,28.8,449.32,102.61,699.38,42.2
Well 1,277,7,0.328,117.63180000000001,28.7,452.43,102.64,698.73,41.8
Well 1,277,7,0.335,115.94,28.1,463.76,102.64,698.73,41.5
Well 1,277,7,0.338,116.6,27.7,466.4,102.58,698.73,41.4
Well 1,277,7,0.337,111.7176,27.7,465.49,102.55,698.73,40.7
Well 1,277,7,0.334,110.66879999999999,27.7,461.12,102.55,698.73,40.4
Well 1,277,7,0.33,104.7604,27.9,455.48,102.61,698.73,40.3
Well 1,277,7,0.33,104.7995,27.6,455.65,102.75,698.73,39.6
Well 1,277,7,0.33,113.9,27.5,455.6,102.78,699.38,39.3
Well 1,278,7,0.328,113.3525,27.2,453.41,102.92,700.03,40.9
Well 1,278,7,0.327,117.48360000000001,27.3,451.86,102.83,700.69,41.7
Well 1,278,7,0.326,121.6053,27.8,450.39,102.92,699.38,41.3
Well 1,278,6,0.319,119.2131,27.7,441.53,103.03,700.69,39.2
Well 1,278,6,0.319,114.8966,27.7,441.91,102.8,700.03,38.5
Well 1,278,6,0.325,116.96100000000001,27.1,449.85,102.94,700.03,38.7
Well 1,278,6,0.325,112.4475,26.9,449.79,103.06,700.69,38.2
Well 1,278,6,0.324,112.03,27.0,448.12,102.8,700.69,39.3
Well 1,278,6,0.32,115.1332,27.1,442.82,102.52,700.03,38.6
Well 1,278,6,0.322,115.4452,27.2,444.02,102.78,700.69,38.7
Well 1,278,6,0.324,116.7582,27.1,449.07,102.86,701.39,39.2
Well 1,278,6,0.325,116.9246,26.6,449.71,102.72,700.03,39.2
Well 1,278,6,0.324,116.70100000000001,27.0,448.85,102.72,700.69,39.3
Well 1,278,6,0.325,117.0364,27.0,450.14,102.58,701.39,40.6
Well 1,277,6,0.329,113.5975,26.8,454.39,102.5,700.74,40.4
Well 1,278,6,0.327,113.31,26.8,453.24,102.72,700.03,41.5
Well 1,278,6,0.322,107.13359999999999,27.1,446.39,102.8,700.69,39.8
Well 1,278,6,0.428,109.3848,26.8,455.77,102.41,700.69,40.4
Well 1,272,3,0.21,198.331,20.0,283.33,99.31,695.59,28.9
Well 1,271,4,0.278,157.4958,19.6,374.99,99.03,687.42,32.6
Well 1,270,5,0.319,137.248,19.6,428.9,99.05,684.63,34.2
Well 1,270,5,0.326,122.42720000000001,20.1,437.24,99.36,681.31,35.7
Well 1,269,5,0.335,117.1664,20.6,450.64,98.94,680.66,38.1
Well 1,273,6,0.355,120.9725,22.2,483.89,99.17,697.81,41.1
Well 1,274,6,0.38,119.07560000000001,23.2,517.72,99.53,697.16,42.5
Well 1,273,7,0.393,117.77260000000001,24.1,535.33,99.39,696.46,44.3
Well 1,274,7,0.394,107.296,25.6,536.48,99.08,700.32,44.8
Well 1,274,7,0.389,111.5373,27.1,531.13,99.11,698.96,44.1
Well 1,274,8,0.377,113.09540000000001,28.3,514.07,98.83,699.6,46.1
Well 1,274,8,0.361,113.3946,29.3,493.02,98.97,699.6,44.4
Well 1,274,8,0.351,110.331,29.3,479.7,99.03,698.89,44.4
Well 1,274,8,0.365,104.40149999999998,28.9,497.15,98.89,699.6,43.5
Well 1,274,8,0.374,107.21549999999999,28.3,510.55,99.0,698.95,43.7
Well 1,274,8,0.377,113.09319999999998,27.9,514.06,99.5,698.83,44.1
Well 1,274,8,0.381,114.16900000000001,27.9,518.95,99.14,698.24,44.3
Well 1,274,8,0.384,115.40760000000002,27.7,524.58,99.33,699.6,44.9
Well 1,277,8,0.384,110.94720000000001,27.9,528.32,102.78,698.24,45.3
Well 1,277,8,0.385,111.53939999999999,28.0,531.14,102.78,698.24,45.4
Well 1,277,8,0.385,111.5877,28.3,531.37,102.66,696.93,46.0
Well 1,277,8,0.382,110.84009999999998,28.5,527.81,102.52,697.59,44.5
Well 1,277,8,0.376,109.1013,28.6,519.53,102.58,698.24,44.3
Well 1,277,8,0.376,114.455,28.6,520.25,102.52,698.24,44.8
Well 1,277,8,0.382,116.1402,28.5,527.91,102.66,698.24,45.2
Well 1,277,8,0.388,118.041,27.9,536.55,102.55,697.59,45.6
Well 1,277,8,0.389,112.9422,27.8,537.82,102.58,697.47,44.6
Well 1,277,8,0.386,106.77000000000001,27.9,533.85,102.72,698.24,45.4
Well 1,277,8,0.383,121.8195,28.0,529.65,102.64,698.24,45.5
Well 1,277,8,0.384,122.0978,27.9,530.86,102.52,698.24,46.0
Well 1,277,8,0.379,125.95439999999998,28.7,524.81,102.44,698.95,44.8
Well 1,277,8,0.365,120.84479999999999,29.3,503.52,102.44,697.53,44.8
Well 1,277,8,0.366,121.6488,29.2,506.87,102.61,698.89,44.7
Well 1,277,8,0.375,113.9666,28.9,518.03,102.58,698.24,44.8
Well 1,277,8,0.375,119.04110000000001,28.6,517.57,102.55,697.59,44.8
Well 1,277,8,0.374,118.79270000000001,29.0,516.49,102.36,697.59,45.3
Well 1,277,8,0.372,117.76,29.2,512.0,102.83,696.11,44.2
Well 1,277,8,0.374,124.1568,29.2,517.32,102.44,697.59,44.7
Well 1,277,8,0.384,127.1976,28.9,529.99,102.58,697.59,47.4
Well 1,277,8,0.387,122.5854,28.4,532.98,102.61,698.29,46.0
Well 1,277,8,0.384,127.25280000000001,29.0,530.22,102.52,696.88,45.1
Well 1,277,8,0.375,124.48079999999999,29.3,518.67,102.47,697.59,46.4
Well 1,277,8,0.373,123.4296,29.2,514.29,102.78,697.59,45.8
Well 1,277,8,0.368,127.335,29.9,509.34,102.78,696.88,46.1
Well 1,277,8,0.357,113.62689999999999,30.1,494.03,102.89,697.59,46.0
Well 1,277,8,0.36,114.57910000000001,30.0,498.17,102.69,698.95,45.3
Well 1,277,8,0.364,110.2794,29.5,501.27,102.8,696.82,44.4
Well 1,277,8,0.363,110.35640000000001,29.6,501.62,102.89,697.59,44.6
Well 1,277,8,0.366,111.3442,29.6,506.11,102.58,698.24,44.5
Well 1,277,8,0.369,111.749,29.6,507.95,102.66,697.59,44.9
Well 1,277,8,0.365,111.0934,29.7,504.97,103.03,697.59,44.3
Well 1,277,8,0.36,109.5468,29.9,497.94,102.61,697.59,44.3
Well 1,277,8,0.36,119.46719999999999,29.9,497.78,102.72,696.82,44.0
Well 1,277,8,0.366,121.356,29.9,505.65,102.86,696.88,44.6
Well 1,277,8,0.372,118.1119,29.3,513.53,102.94,696.88,46.7
Well 1,277,8,0.373,118.2844,29.6,514.28,103.0,696.88,45.7
Well 1,277,8,0.37,117.4794,29.9,510.78,102.75,696.88,45.0
Well 1,277,8,0.371,112.739,30.1,512.45,102.86,696.88,45.8
Well 1,277,8,0.374,113.333,29.9,515.15,102.69,696.11,45.8
Well 1,277,8,0.373,113.3198,29.9,515.09,102.83,696.23,45.0
Well 1,277,8,0.372,112.9524,29.8,513.42,102.66,696.23,45.0
Well 1,276,8,0.375,113.67620000000001,29.9,516.71,102.44,696.11,45.3
Well 1,277,8,0.374,118.749,30.3,516.3,102.78,696.23,44.7
Well 1,277,8,0.367,116.65140000000001,30.7,507.18,102.86,696.23,45.5
Well 1,277,8,0.371,122.8488,30.6,511.87,102.86,696.88,45.2
Well 1,277,8,0.375,118.89620000000002,30.2,516.94,102.58,696.23,45.1
Well 1,277,8,0.376,119.25040000000001,29.7,518.48,102.78,696.23,45.7
Well 1,277,8,0.377,119.42290000000001,30.0,519.23,102.66,696.93,45.2
Well 1,277,8,0.373,118.6271,30.1,515.77,102.72,696.23,45.1
Well 1,277,8,0.371,117.76,30.2,512.0,102.55,696.23,45.2
Well 1,277,8,0.372,117.9693,30.2,512.91,102.64,695.46,45.0
Well 1,276,8,0.372,112.7764,30.1,512.62,102.52,696.11,44.8
Well 1,277,8,0.368,116.66520000000001,30.4,507.24,102.64,696.23,45.1
Well 1,277,8,0.369,116.93430000000001,30.3,508.41,102.89,696.23,46.7
Well 1,277,8,0.368,116.78020000000001,30.4,507.74,102.66,697.59,45.6
Well 1,277,8,0.359,109.2168,31.0,496.44,102.69,697.59,45.0
Well 1,277,8,0.352,106.86280000000001,31.1,485.74,102.58,696.11,44.6
Well 1,277,8,0.361,119.3976,30.9,497.49,102.66,696.93,44.5
Well 1,277,8,0.363,119.9352,30.4,499.73,103.34,696.88,45.6
Well 1,277,8,0.362,119.508,30.5,497.95,102.89,696.93,44.7
Well 1,277,8,0.357,118.2624,30.7,492.76,102.64,696.88,44.3
Well 1,277,8,0.36,114.40660000000001,30.5,497.42,103.0,696.88,44.6
Well 1,277,8,0.365,115.9453,30.2,504.11,103.06,696.88,44.9
Well 1,277,8,0.37,117.26780000000001,29.9,509.86,102.86,696.88,46.5
Well 1,277,8,0.37,117.3207,29.7,510.09,102.78,696.88,45.7
Well 1,277,8,0.367,116.5732,30.4,506.84,102.8,696.11,45.0
Well 1,277,8,0.363,110.242,30.5,501.1,102.61,696.88,44.8
Well 1,277,8,0.367,111.24520000000001,30.3,505.66,102.72,696.23,44.9
Well 1,277,8,0.365,115.90390000000001,30.4,503.93,102.8,696.23,44.7
Well 1,277,8,0.363,115.26910000000001,30.7,501.17,102.8,695.46,44.6
Well 1,276,8,0.523,116.25810000000001,30.6,505.47,101.04,699.01,49.2
Well 1,236,2,0.223,136.4116,13.5,262.33,61.82,696.93,32.3
Well 1,235,3,0.32,157.07999999999998,13.8,374.0,61.9,693.49,39.4
Well 1,237,5,0.399,136.01579999999998,15.8,469.02,61.82,699.73,43.6
Well 1,237,6,0.42,118.5528,19.6,493.97,61.87,700.63,44.7
Well 1,237,6,0.415,126.87740000000001,23.8,487.99,61.87,701.22,45.0
Well 1,237,7,0.373,118.53540000000001,26.2,439.02,61.9,700.57,44.6
Well 1,276,7,0.351,111.483,30.9,412.9,101.96,699.21,44.4
Well 1,275,7,0.311,115.3062,30.3,427.06,100.87,698.44,42.5
Well 1,276,7,0.329,117.7852,29.6,453.02,100.93,699.92,42.3
Well 1,276,7,0.35,120.195,27.5,480.78,100.9,699.92,43.3
Well 1,275,7,0.361,114.0248,26.0,495.76,100.82,698.44,44.9
Well 1,276,7,0.363,114.3169,25.4,497.03,100.96,699.92,45.2
Well 1,276,7,0.36,123.48,25.7,493.92,101.15,699.09,45.0
Well 1,276,7,0.352,120.8925,26.1,483.57,101.01,699.15,44.2
Well 1,276,7,0.359,123.0925,25.9,492.37,100.96,699.8,44.1
Well 1,275,7,0.364,119.89439999999999,25.5,499.56,101.01,699.15,44.5
Well 1,275,7,0.364,119.88239999999999,25.8,499.51,100.84,697.79,44.7
Well 1,275,7,0.367,120.9144,25.9,503.81,101.04,697.79,45.0
Well 1,275,7,0.376,123.89999999999999,25.8,516.25,100.93,697.84,45.2
Well 1,275,7,0.378,113.9556,25.3,517.98,101.15,697.79,45.3
Well 1,275,7,0.377,124.02479999999998,25.8,516.77,100.82,697.13,45.1
Well 1,275,7,0.37,121.78559999999999,26.4,507.44,101.12,697.13,44.6
Well 1,276,7,0.363,119.7696,26.5,499.04,101.18,697.79,44.3
Well 1,275,7,0.361,118.872,26.1,495.3,101.1,698.44,44.5
Well 1,275,7,0.363,119.72879999999999,25.9,498.87,100.82,697.79,45.1
Well 1,275,7,0.365,120.1152,26.0,500.48,101.21,697.79,45.1
Well 1,275,7,0.363,119.7408,26.3,498.92,100.79,697.79,44.4
Well 1,276,7,0.36,118.38479999999998,26.4,493.27,101.38,697.79,45.2
Well 1,275,7,0.363,124.8025,26.1,499.21,100.9,697.79,45.2
Well 1,275,7,0.364,125.0025,26.2,500.01,101.1,697.79,45.3
Well 1,275,7,0.358,122.9175,26.9,491.67,100.96,697.73,44.8
Well 1,275,7,0.349,110.147,27.0,478.9,100.98,697.79,44.5
Well 1,275,7,0.357,107.9672,26.6,490.76,100.7,697.01,44.4
Well 1,275,7,0.363,109.5468,26.4,497.94,100.84,697.79,44.5
Well 1,276,7,0.366,110.30799999999999,25.9,501.4,100.9,698.44,44.3
Well 1,275,7,0.366,110.2838,26.0,501.29,100.76,697.13,44.3
Well 1,276,7,0.364,109.92960000000001,26.1,499.68,100.82,700.1,44.6
Well 1,276,7,0.362,104.3511,26.0,496.91,100.93,700.04,44.9
Well 1,276,7,0.361,109.1156,26.2,495.98,100.79,700.1,45.2
Well 1,276,7,0.359,113.33250000000001,26.6,492.75,100.93,700.1,45.9
Well 1,276,7,0.355,112.3435,27.1,488.45,100.96,699.39,44.8
Well 1,276,7,0.35,110.6898,27.2,481.26,101.07,699.33,45.2
Well 1,276,7,0.349,110.25280000000001,27.1,479.36,101.15,700.1,46.5
Well 1,276,7,0.341,121.9842,28.0,469.17,101.18,701.46,45.2
Well 1,276,7,0.321,115.1358,28.4,442.83,101.1,702.11,44.7
Well 1,276,7,0.331,118.4846,28.4,455.71,101.15,700.75,44.4
Well 1,276,7,0.334,119.2334,27.7,458.59,101.07,700.63,44.5
Well 1,276,7,0.33,122.54220000000001,28.8,453.86,101.1,699.98,44.4
Well 1,276,7,0.323,115.388,28.9,443.8,100.98,699.98,45.2
Well 1,276,7,0.326,116.55279999999999,29.1,448.28,101.26,700.75,45.2
Well 1,276,7,0.326,116.3864,29.3,447.64,101.12,699.33,45.8
Well 1,276,7,0.325,115.9548,29.6,445.98,101.01,699.45,45.2
