Well Name,Bit RPM (RPM),Bit Torque (kft_lb),Depth of Cut (in),Gamma (api),Mechanical Specific Energy (ksi),On Bottom ROP (ft_per_hr),Rotary RPM (RPM),Total Pump Output (gal_per_min),Weight on Bit (klbs)
Well 4,279,5,0.361,115.7084,20.9,503.08,110.25,676.3,40.9
Well 4,279,6,0.375,114.60019999999999,21.2,520.91,110.25,674.99,44.5
Well 4,279,6,0.383,111.699,21.5,531.9,110.2,674.34,46.1
Well 4,278,6,0.383,117.03120000000001,22.9,531.96,110.22,672.21,47.0
Well 4,278,6,0.373,113.6256,25.1,516.48,110.14,670.9,46.5
Well 4,278,7,0.349,111.0325,27.7,482.75,110.14,670.25,49.6
Well 4,278,6,0.321,111.05,29.8,444.2,110.25,671.61,47.6
Well 4,278,6,0.297,107.4294,29.9,413.19,110.17,671.55,45.9
Well 4,278,6,0.336,116.3725,28.7,465.49,110.14,671.55,46.5
Well 4,278,6,0.347,110.6346,25.3,481.02,110.17,671.61,46.1
Well 4,278,6,0.346,110.22290000000001,26.1,479.23,110.14,671.55,46.6
Well 4,278,6,0.33,105.07780000000001,27.2,456.86,110.17,670.9,47.1
Well 4,278,6,0.323,102.9894,27.6,447.78,110.06,670.9,47.0
Well 4,278,6,0.321,106.8408,27.8,445.17,110.08,670.9,47.6
Well 4,278,7,0.32,106.2888,28.4,442.87,110.08,670.9,47.0
Well 4,282,3,0.29,126.2165,15.7,407.15,110.45,687.91,32.6
Well 4,281,4,0.292,142.83849999999998,23.4,408.11,110.81,683.76,34.5
Well 4,280,5,0.253,154.6556,32.5,351.49,110.06,679.79,31.8
Well 4,280,5,0.226,138.7408,32.5,315.32,110.11,679.79,34.1
Well 4,280,5,0.274,137.6892,27.6,382.47,110.34,680.44,36.7
Well 4,280,5,0.303,118.272,23.7,422.4,110.28,677.66,39.6
Well 4,279,5,0.321,120.80610000000001,22.7,447.43,110.17,677.0,41.6
Well 4,279,6,0.335,125.85510000000001,22.8,466.13,110.25,675.7,43.4
Well 4,279,6,0.346,125.0964,23.0,481.14,110.17,674.34,45.8
Well 4,278,6,0.349,121.25,23.9,485.0,110.25,673.57,46.9
Well 4,278,6,0.347,110.7818,25.8,481.66,110.14,672.26,47.1
Well 4,278,6,0.329,109.3296,27.8,455.54,110.08,672.62,47.9
Well 4,287,7,0.31,107.585,33.1,430.34,110.22,707.8,46.7
Well 4,287,8,0.291,108.342,37.8,416.7,110.22,705.73,47.0
Well 4,286,8,0.286,106.15540000000001,39.8,408.29,110.11,703.77,47.5
Well 4,285,9,0.317,117.45240000000001,38.4,451.74,110.17,700.99,46.6
Well 4,285,9,0.316,112.59,39.6,450.36,110.11,700.33,46.2
Well 4,282,3,0.22,114.9849,17.6,310.77,110.34,688.42,24.2
Well 4,282,3,0.251,130.3362,19.2,352.26,110.48,685.63,27.3
Well 4,282,2,0.301,169.39600000000002,8.2,423.49,110.73,686.75,29.1
Well 4,281,3,0.335,164.374,19.7,469.64,111.4,682.01,32.0
Well 4,281,4,0.228,135.2651,23.8,314.57,110.42,681.66,30.1
Well 4,284,4,0.26,154.5222,23.8,367.91,110.5,694.32,32.9
Well 4,288,6,0.291,133.6192,26.0,417.56,110.5,711.13,35.9
Well 4,287,6,0.312,111.5825,27.9,446.33,110.39,706.22,38.7
Well 4,286,7,0.327,107.19380000000001,29.0,466.06,110.45,703.55,41.2
Well 4,286,7,0.335,100.17,30.2,477.0,110.53,701.48,46.0
Well 4,285,8,0.335,104.9268,32.6,476.94,110.39,699.46,46.6
Well 4,285,8,0.324,110.5896,35.4,460.79,110.42,697.45,47.5
Well 4,284,8,0.308,104.892,36.0,437.05,110.45,696.15,46.1
Well 4,285,8,0.323,105.4872,35.6,458.64,110.36,696.73,47.0
Well 4,284,8,0.327,102.0646,34.3,463.93,110.39,696.85,46.9
Well 4,284,8,0.327,101.9106,35.5,463.23,110.48,695.49,46.6
Well 4,284,8,0.313,106.4688,36.5,443.62,110.39,695.43,46.0
Well 4,284,8,0.307,104.52479999999998,36.5,435.52,110.42,696.08,46.4
Well 4,285,8,0.311,106.09679999999999,35.9,442.07,110.42,696.73,46.9
Well 4,284,8,0.311,105.93119999999999,36.0,441.38,110.45,696.15,47.1
Well 4,285,8,0.31,105.504,36.3,439.6,110.45,696.85,47.2
Well 4,284,8,0.31,105.5736,36.6,439.89,110.39,696.08,46.8
Well 4,285,8,0.308,104.7456,37.4,436.44,110.56,696.15,46.4
Well 4,284,8,0.304,103.7208,37.6,432.17,110.39,695.49,46.5
Well 4,284,8,0.314,102.7318,36.9,446.66,110.39,696.15,47.1
Well 4,284,8,0.32,104.4982,35.7,454.34,110.39,695.43,48.0
Well 4,284,8,0.321,104.7512,35.9,455.44,110.39,694.79,47.4
Well 4,284,9,0.319,113.0675,37.5,452.27,110.5,694.72,47.8
Well 4,284,8,0.307,113.09740000000001,38.6,434.99,110.42,694.72,47.7
Well 4,284,8,0.303,111.6024,38.5,429.24,110.36,694.72,48.6
Well 4,284,9,0.304,111.76620000000001,39.1,429.87,110.34,694.72,47.3
Well 4,284,9,0.295,108.8464,39.8,418.64,110.42,694.78,47.3
Well 4,284,9,0.306,112.7412,39.6,433.62,110.36,694.79,47.7
Well 4,284,9,0.308,109.225,37.9,436.9,110.42,694.84,46.8
Well 4,284,9,0.306,112.8764,38.7,434.14,110.39,694.78,47.2
Well 4,284,9,0.307,113.1156,38.5,435.06,110.42,695.43,47.3
Well 4,284,9,0.308,113.4588,37.9,436.38,110.42,694.72,47.2
Well 4,284,9,0.306,117.03150000000001,38.3,433.45,110.39,694.72,47.7
Well 4,284,9,0.302,119.8456,39.2,428.02,110.48,695.44,47.5
Well 4,284,8,0.304,116.43750000000001,37.9,431.25,110.48,696.08,46.4
Well 4,284,8,0.304,103.32,37.8,430.5,110.56,696.08,46.8
Well 4,285,8,0.303,103.212,37.7,430.05,110.48,697.51,47.5
Well 4,285,8,0.306,104.28960000000001,36.5,434.54,110.5,696.15,46.6
Well 4,284,8,0.313,106.74719999999999,36.5,444.78,110.53,696.08,46.6
Well 4,285,8,0.322,105.2227,35.4,457.49,110.5,697.51,47.0
Well 4,285,8,0.324,105.846,34.5,460.2,110.5,697.51,46.7
Well 4,285,8,0.324,105.75170000000001,34.2,459.79,110.5,696.15,46.7
Well 4,285,8,0.324,105.7103,34.3,459.61,110.53,696.85,46.3
Well 4,285,8,0.327,106.6556,34.2,463.72,110.5,696.73,46.3
Well 4,285,8,0.327,97.6227,33.9,464.87,110.53,697.51,46.3
Well 4,285,8,0.326,97.40429999999999,34.0,463.83,110.5,696.73,46.3
Well 4,285,8,0.323,101.0042,34.3,459.11,110.59,696.15,45.9
Well 4,285,8,0.328,102.751,34.1,467.05,110.53,696.8,46.2
Well 4,285,8,0.342,102.2112,33.5,486.72,110.5,696.8,48.9
Well 4,286,7,0.301,120.51480000000002,36.9,430.41,110.5,702.18,38.3
Well 4,286,7,0.334,119.1325,31.4,476.53,110.62,701.6,40.2
Well 4,286,7,0.356,111.67200000000001,28.8,507.6,110.76,700.82,42.6
Well 4,286,7,0.371,111.0333,27.8,528.73,110.56,700.17,44.8
Well 4,285,8,0.375,101.52080000000001,28.2,534.32,110.67,698.81,45.5
Well 4,285,8,0.374,106.58800000000002,29.8,532.94,110.56,698.16,46.1
Well 4,285,8,0.363,113.3726,32.0,515.33,110.56,696.8,46.8
Well 4,285,8,0.345,112.7,33.6,490.0,110.5,697.51,47.2
Well 4,285,8,0.334,113.71919999999999,34.7,473.83,110.53,696.15,47.1
Well 4,285,8,0.324,119.57920000000001,36.0,459.92,110.5,697.51,48.6
Well 4,285,8,0.31,123.41000000000001,38.3,440.75,110.45,696.85,47.9
Well 4,285,8,0.293,116.61160000000002,38.7,416.47,110.48,698.16,47.9
Well 4,285,5,0.243,165.84959999999998,35.4,345.52,110.14,698.68,30.6
Well 4,284,6,0.283,144.2772,28.7,400.77,110.11,697.44,32.7
Well 4,284,6,0.299,126.68399999999998,27.9,422.28,110.0,694.0,32.7
Well 4,283,7,0.308,121.64880000000001,29.1,434.46,110.06,691.92,35.0
Well 4,283,7,0.317,124.7792,29.8,445.64,110.06,690.62,36.2
Well 4,282,7,0.323,122.96610000000001,30.2,455.43,110.06,689.26,38.2
Well 4,282,7,0.328,124.50240000000001,30.7,461.12,109.97,687.9,39.3
Well 4,282,8,0.329,124.95330000000001,31.6,462.79,110.0,686.48,40.7
Well 4,281,8,0.33,125.1855,32.0,463.65,109.97,685.82,42.0
Well 4,283,8,0.33,125.15580000000001,33.7,463.54,109.97,692.89,42.2
Well 4,283,8,0.326,128.8392,35.1,460.14,110.08,691.59,42.9
Well 4,283,8,0.323,118.3208,35.9,455.08,109.92,690.88,43.5
Well 4,282,8,0.319,121.55130000000001,37.0,450.19,109.97,689.57,42.9
Well 4,282,9,0.31,118.179,37.5,437.7,109.97,690.11,43.3
Well 4,282,9,0.32,121.8267,37.5,451.21,110.0,690.23,43.7
Well 4,282,9,0.325,119.11120000000001,36.1,458.12,110.03,688.87,43.4
Well 4,282,9,0.323,122.6367,37.5,454.21,109.97,690.23,43.1
Well 4,282,9,0.313,118.87830000000001,37.8,440.29,109.97,689.52,43.5
Well 4,283,9,0.316,120.58470000000001,37.5,446.61,109.97,692.46,43.8
Well 4,283,9,0.319,121.67280000000001,37.5,450.64,110.0,693.11,44.8
Well 4,283,9,0.332,126.91080000000001,37.0,470.04,109.97,692.41,46.7
Well 4,283,9,0.348,127.70160000000001,35.8,491.16,110.03,693.11,47.6
Well 4,283,9,0.349,123.3475,35.2,493.39,109.97,691.75,47.9
Well 4,283,9,0.349,113.1232,36.6,491.84,109.97,691.69,48.0
Well 4,283,9,0.337,118.885,38.4,475.54,109.97,690.98,47.8
Well 4,283,9,0.321,113.0225,39.9,452.09,109.94,691.75,47.4
Well 4,283,9,0.325,114.82,39.5,459.28,110.08,691.75,47.9
Well 4,283,9,0.332,112.5312,37.3,468.88,110.06,692.46,47.7
Well 4,283,9,0.327,124.71840000000002,39.8,461.92,109.92,691.69,47.2
Well 4,283,9,0.323,114.2,39.4,456.8,110.08,692.46,47.1
Well 4,283,9,0.335,113.832,36.6,474.3,110.0,693.11,47.5
Well 4,283,9,0.336,113.74799999999999,36.7,473.95,110.03,692.99,46.9
Well 4,283,9,0.322,122.8716,38.7,455.08,110.14,691.69,46.3
Well 4,283,9,0.316,120.39840000000001,38.8,445.92,110.03,693.77,47.1
Well 4,283,9,0.336,128.3958,37.8,475.54,110.06,693.11,47.0
Well 4,283,9,0.347,122.6225,35.6,490.49,110.0,692.99,46.9
Well 4,283,9,0.348,117.91919999999999,34.5,491.33,110.03,692.41,46.7
Well 4,283,9,0.345,116.88479999999998,34.8,487.02,110.03,693.11,46.8
Well 4,283,9,0.346,117.4584,34.7,489.41,110.03,692.99,46.8
Well 4,283,9,0.347,117.6984,34.7,490.41,110.0,692.34,46.7
Well 4,283,9,0.345,111.97550000000001,35.2,486.85,110.03,692.41,46.2
Well 4,283,9,0.35,113.59930000000001,35.2,493.91,110.08,691.63,46.6
Well 4,283,9,0.354,114.9264,34.6,499.68,110.06,692.41,46.5
Well 4,283,9,0.354,114.8597,35.0,499.39,110.03,692.46,46.7
Well 4,283,9,0.352,114.30310000000001,35.0,496.97,110.0,691.75,47.5
Well 4,283,9,0.361,117.346,34.5,510.2,110.0,690.98,48.0
Well 4,283,9,0.365,113.333,33.9,515.15,110.0,691.63,48.0
Well 4,283,9,0.366,113.5728,33.9,516.24,110.0,691.1,49.0
Well 4,283,9,0.363,112.5454,34.9,511.57,110.22,690.98,48.8
Well 4,283,9,0.354,109.8218,36.1,499.19,110.03,690.98,48.9
Well 4,282,9,0.342,130.15890000000002,37.5,482.07,110.0,690.33,48.2
Well 4,283,9,0.33,130.12160000000003,38.8,464.72,109.97,690.33,47.0
Well 4,283,9,0.321,126.99400000000001,39.0,453.55,110.06,690.98,47.1
Well 4,283,9,0.335,127.7478,38.7,473.14,110.03,690.33,47.8
Well 4,283,9,0.339,124.3034,37.1,478.09,110.0,690.33,48.6
Well 4,283,9,0.337,123.5858,39.0,475.33,110.03,691.1,49.0
Well 4,283,9,0.331,121.3576,38.6,466.76,109.97,691.1,47.4
Well 4,282,9,0.328,124.6563,39.3,461.69,110.0,689.68,49.4
Well 4,283,3,0.205,199.4031,18.4,288.99,109.41,691.8,37.6
Well 4,278,5,0.241,154.3622,34.9,335.57,108.85,679.11,36.9
Well 4,279,5,0.276,141.6804,28.3,382.92,109.08,678.34,39.1
Well 4,278,6,0.295,139.2504,26.0,409.56,109.02,676.98,39.4
Well 4,278,6,0.307,131.7097,25.8,424.87,109.1,675.56,38.8
Well 4,277,6,0.313,129.99599999999998,26.4,433.32,108.94,674.25,40.7
Well 4,277,6,0.318,127.53329999999998,26.9,439.77,108.94,672.89,41.8
Well 4,277,6,0.32,128.3482,27.5,442.58,108.91,671.59,43.1
Well 4,277,7,0.322,137.8601,28.0,444.71,108.99,670.94,43.8
Well 4,277,7,0.325,139.0939,28.3,448.69,108.94,670.23,44.8
Well 4,276,7,0.326,139.345,28.9,449.5,108.94,669.46,45.8
Well 4,286,8,0.325,134.469,35.5,448.23,108.96,710.69,46.3
Well 4,286,9,0.31,132.66,39.8,442.2,108.88,707.38,46.4
Well 4,285,9,0.33,121.80480000000001,39.5,468.48,108.96,703.17,46.6
Well 4,285,10,0.33,121.8646,39.3,468.71,109.22,702.58,46.6
Well 4,285,9,0.325,124.7481,39.8,462.03,109.08,700.44,46.5
Well 4,285,9,0.334,127.89090000000002,39.7,473.67,108.96,702.46,46.4
Well 4,284,9,0.342,126.2352,38.2,485.52,108.96,701.87,46.5
Well 4,284,9,0.344,117.07679999999999,37.7,487.82,108.99,701.92,47.1
Well 4,284,9,0.341,125.57740000000001,38.9,482.99,108.99,701.87,47.6
Well 4,285,9,0.336,119.15,38.4,476.6,109.1,701.87,47.2
Well 4,284,9,0.335,118.8625,38.9,475.45,109.02,701.87,48.0
Well 4,285,10,0.331,122.2416,39.3,470.16,109.1,702.58,48.0
Well 4,280,2,0.321,175.1724,15.6,449.16,108.99,685.74,25.6
Well 4,279,3,0.215,131.472,20.3,298.8,108.85,681.0,29.0
Well 4,284,4,0.236,134.112,24.2,335.28,109.1,700.34,32.9
Well 4,284,5,0.251,127.35,28.8,353.75,109.02,699.1,34.8
Well 4,282,6,0.259,116.5536,31.4,364.23,109.1,693.53,37.1
Well 4,281,6,0.263,114.53880000000001,33.2,369.48,108.96,690.09,38.3
Well 4,281,7,0.266,115.80669999999999,34.2,373.57,108.99,688.79,39.3
Well 4,281,7,0.269,113.322,35.3,377.74,109.05,688.13,40.7
Well 4,281,7,0.273,114.807,35.3,382.69,109.05,686.83,41.4
Well 4,280,7,0.275,115.566,35.5,385.22,108.94,686.12,42.4
Well 4,281,7,0.275,115.65299999999999,36.2,385.51,108.99,686.18,45.7
Well 4,280,7,0.275,115.23899999999999,36.9,384.13,109.08,685.47,46.6
Well 4,280,7,0.27,109.49529999999999,37.4,377.57,109.02,685.4,46.0
Well 4,280,7,0.283,114.6689,37.2,395.41,109.02,685.4,44.7
Well 4,281,7,0.306,119.80080000000001,35.2,427.86,108.99,686.12,46.1
Well 4,280,7,0.31,117.10170000000001,32.8,433.71,109.08,684.7,46.3
Well 4,282,8,0.31,117.09360000000001,34.7,433.68,108.99,692.72,47.1
Well 4,282,8,0.307,120.75280000000001,36.6,431.26,108.96,691.29,47.6
Well 4,282,8,0.298,117.07920000000001,39.5,418.14,108.94,690.64,47.5
Well 4,285,9,0.331,122.7434,39.7,472.09,108.8,706.73,48.0
Well 4,285,10,0.34,120.9625,38.7,483.85,108.85,705.37,49.8
Well 4,286,10,0.349,119.148,38.1,496.45,108.91,706.79,50.9
Well 4,281,3,0.216,120.80799999999999,19.3,302.02,109.05,686.69,24.4
Well 4,280,4,0.258,137.02800000000002,19.3,360.6,109.05,684.56,27.2
Well 4,280,4,0.27,120.38080000000001,20.8,376.19,109.08,681.24,30.7
Well 4,279,5,0.278,123.6224,22.6,386.32,109.08,679.23,32.6
Well 4,278,5,0.286,126.992,23.6,396.85,109.13,677.15,35.6
Well 4,278,5,0.294,126.23509999999999,24.4,407.21,109.22,675.14,36.8
Well 4,278,6,0.296,114.75800000000002,25.5,409.85,109.05,675.19,37.8
Well 4,277,6,0.298,115.37120000000002,26.3,412.04,108.99,673.06,38.7
Well 4,277,6,0.299,115.74360000000001,27.1,413.37,108.99,671.64,39.4
Well 4,277,6,0.299,115.6932,27.7,413.19,109.02,671.05,41.1
Well 4,277,6,0.3,116.0656,27.9,414.52,108.99,671.05,44.6
Well 4,277,6,0.3,111.84210000000002,28.8,414.23,109.02,670.27,44.6
Well 4,277,6,0.294,121.866,29.3,406.22,109.05,670.27,42.4
Well 4,277,6,0.291,120.43799999999999,29.4,401.46,109.05,670.27,40.3
Well 4,277,6,0.31,128.08499999999998,28.7,426.95,109.13,670.27,41.5
Well 4,277,6,0.327,131.2047,27.2,452.43,109.02,670.34,41.8
Well 4,277,6,0.329,127.18160000000002,26.5,454.22,109.1,670.27,41.8
Well 4,277,6,0.322,128.87019999999998,27.7,444.38,109.05,670.39,41.5
Well 4,277,6,0.307,118.59120000000001,27.9,423.54,108.99,670.34,42.2
Well 4,277,6,0.305,130.69289999999998,28.0,421.59,108.96,670.39,41.9
Well 4,277,6,0.303,129.642,28.3,418.2,108.99,670.27,42.9
Well 4,277,6,0.316,135.3088,28.0,436.48,108.99,670.98,44.3
Well 4,276,6,0.333,133.255,26.9,459.5,108.99,669.62,45.2
Well 4,277,6,0.336,120.4736,26.1,463.36,108.99,670.27,46.4
Well 4,276,7,0.335,138.648,27.5,462.16,109.02,668.2,46.1
Well 4,276,7,0.327,139.3264,29.2,449.44,108.96,668.26,45.9
Well 4,276,7,0.315,138.6464,30.1,433.27,108.91,668.32,45.6
Well 4,276,7,0.304,121.29539999999999,31.7,418.26,108.99,667.61,44.3
Well 4,276,7,0.287,118.45199999999998,32.0,394.84,108.96,668.32,43.6
Well 4,276,7,0.305,121.92759999999998,31.5,420.44,109.02,668.97,44.0
Well 4,276,7,0.314,120.9124,29.4,431.83,109.05,668.97,44.0
Well 4,276,7,0.313,120.7836,29.1,431.37,108.96,668.97,43.7
Well 4,276,7,0.309,127.78799999999998,29.5,425.96,108.94,668.26,43.5
Well 4,276,7,0.307,126.77099999999999,29.6,422.57,108.99,668.26,43.0
Well 4,276,7,0.306,126.375,30.0,421.25,108.96,668.97,43.2
Well 4,280,7,0.302,125.337,31.5,417.79,108.99,686.42,42.5
Well 4,281,8,0.305,119.70280000000001,33.6,427.51,109.16,687.01,42.5
Well 4,281,8,0.315,127.919,33.7,441.1,108.99,687.01,43.3
Well 4,283,8,0.324,132.3589,34.3,456.41,108.96,694.84,43.5
Well 4,282,8,0.325,127.93760000000002,35.7,456.92,108.99,693.42,43.0
Well 4,282,9,0.319,130.17229999999998,37.2,448.87,109.08,692.12,43.3
Well 4,282,9,0.313,123.23360000000001,37.7,440.12,109.05,692.83,45.5
Well 4,282,9,0.309,130.5,39.6,435.0,108.96,692.18,45.4
Well 4,282,9,0.298,125.715,39.8,419.05,109.08,692.83,43.2
Well 4,282,9,0.326,133.1825,38.8,459.25,109.08,692.18,43.2
Well 4,282,9,0.346,131.1849,35.7,485.87,109.02,692.12,43.6
Well 4,282,9,0.346,131.1552,36.0,485.76,108.94,691.47,43.4
Well 4,282,9,0.33,125.17200000000001,37.9,463.6,109.08,691.47,43.8
Well 4,282,9,0.315,119.8422,38.1,443.86,108.94,692.18,43.9
Well 4,282,9,0.337,128.1852,37.4,474.76,108.94,691.47,44.8
Well 4,282,9,0.345,116.3184,35.0,484.66,108.94,691.47,45.9
Well 4,282,9,0.344,116.2344,34.9,484.31,108.94,692.83,45.6
Well 4,282,9,0.338,128.49570000000003,35.5,475.91,108.99,691.47,45.8
Well 4,282,9,0.334,131.58040000000003,36.3,469.93,108.94,691.4,45.6
Well 4,282,9,0.327,128.8392,37.5,460.14,108.94,691.47,45.6
Well 4,282,9,0.317,129.48499999999999,38.4,446.5,108.94,692.06,45.1
Well 4,282,9,0.309,125.7817,39.0,433.73,108.91,691.47,43.7
Well 4,282,9,0.315,128.78609999999998,38.8,444.09,108.94,691.52,44.6
Well 4,282,9,0.336,132.4652,37.6,473.09,109.02,692.18,44.9
Well 4,282,9,0.344,125.7984,35.4,483.84,108.96,692.18,45.1
Well 4,282,9,0.341,120.1125,37.0,480.45,108.91,690.82,45.0
Well 4,282,9,0.322,117.5252,37.7,452.02,108.96,691.47,45.2
Well 4,282,9,0.334,117.515,37.6,470.06,108.94,691.4,45.5
Well 4,282,9,0.338,114.2208,35.9,475.92,108.94,690.82,45.3
Well 4,282,9,0.333,117.185,37.6,468.74,108.94,690.82,45.2
Well 4,282,9,0.324,118.58860000000001,37.7,456.11,108.94,691.52,45.4
Well 4,282,9,0.331,125.6526,37.0,465.38,109.05,690.75,45.2
Well 4,283,9,0.333,126.41130000000001,37.5,468.19,108.99,697.87,45.4
Well 4,283,9,0.329,125.3556,38.8,464.28,109.02,696.51,44.8
Well 4,283,9,0.323,118.469,39.4,455.65,108.94,695.26,45.3
Well 4,283,9,0.326,119.6364,39.3,460.14,108.94,695.26,45.1
Well 4,283,9,0.327,120.15899999999999,39.0,462.15,108.94,695.26,45.2
Well 4,283,9,0.326,124.17570000000002,39.9,459.91,109.08,695.26,45.8
Well 4,283,9,0.338,119.51,38.3,478.04,109.05,695.92,44.9
Well 4,283,9,0.338,133.61040000000003,39.4,477.18,108.99,695.86,44.2
Well 4,283,9,0.333,126.8649,38.8,469.87,108.99,695.92,45.9
Well 4,283,9,0.337,118.95,38.5,475.8,109.05,695.21,45.0
Well 4,283,9,0.336,118.505,38.8,474.02,109.02,695.92,45.2
Well 4,283,9,0.33,116.4175,38.9,465.67,108.99,695.21,45.6
Well 4,283,9,0.331,116.835,39.0,467.34,108.99,695.8,46.8
Well 4,283,1,0.197,111.556,10.9,278.89,109.89,692.63,24.5
Well 4,283,3,0.396,121.96799999999999,12.1,554.4,110.2,689.26,32.1
Well 4,285,5,0.393,109.406,29.8,547.03,109.92,701.78,27.7
Well 4,285,6,0.213,66.4576,36.3,302.08,109.97,699.18,30.7
Well 4,284,6,0.292,86.9148,35.1,413.88,109.92,697.75,34.3
Well 4,283,7,0.346,73.3605,28.5,489.07,109.8,694.38,38.1
Well 4,283,7,0.377,69.1015,26.0,531.55,109.78,692.36,41.4
Well 4,282,8,0.396,66.8856,26.1,557.38,109.8,688.92,44.1
Well 4,282,8,0.402,118.5975,26.9,564.75,109.83,686.91,46.2
Well 4,281,8,0.401,123.992,29.7,563.6,109.78,685.6,47.5
Well 4,281,8,0.378,132.085,33.9,528.34,109.89,683.47,46.7
Well 4,281,8,0.337,136.61319999999998,36.8,471.08,109.83,683.47,47.1
Well 4,281,8,0.313,135.7242,39.2,437.82,109.8,684.24,46.8
Well 4,286,10,0.345,128.0422,38.1,492.47,109.78,705.43,45.4
Well 4,284,4,0.141,127.488,36.1,199.2,111.15,690.92,17.5
Well 4,284,4,0.141,119.862,36.5,199.77,111.23,690.92,17.6
Well 4,284,4,0.142,120.108,37.4,200.18,111.18,690.26,17.5
Well 4,285,5,0.246,146.90759999999997,35.3,349.78,110.0,698.99,31.7
Well 4,284,6,0.264,134.7228,30.5,374.23,109.97,697.57,34.3
Well 4,284,6,0.267,128.588,32.3,378.2,110.08,694.25,36.3
Well 4,283,7,0.273,131.308,33.3,386.2,109.97,692.12,38.2
Well 4,283,7,0.279,122.078,34.0,393.8,110.03,691.47,42.7
Well 4,283,7,0.283,119.676,34.4,398.92,110.2,690.16,42.9
Well 4,282,7,0.285,116.1363,34.9,400.47,110.0,689.45,44.5
Well 4,282,7,0.285,116.1392,35.3,400.48,109.92,689.45,42.8
Well 4,282,7,0.284,115.63749999999999,35.8,398.75,110.03,688.8,43.1
Well 4,282,8,0.285,116.15369999999999,35.9,400.53,110.11,688.8,44.3
Well 4,282,8,0.286,116.4031,36.2,401.39,109.92,688.15,45.3
Well 4,282,8,0.285,120.315,37.6,401.05,110.03,687.38,45.6
Well 4,281,8,0.273,126.34710000000001,39.8,382.87,110.14,686.02,44.8
Well 4,282,8,0.275,123.456,39.7,385.8,110.03,686.07,45.6
Well 4,281,8,0.284,123.6466,38.8,398.86,109.97,686.02,44.5
Well 4,283,4,0.205,144.995,26.6,289.99,110.17,693.23,27.7
Well 4,283,4,0.258,141.6012,24.8,363.08,110.25,690.5,30.6
Well 4,282,5,0.286,120.747,23.2,402.49,110.31,686.48,33.6
Well 4,281,5,0.307,116.2377,23.7,430.51,110.42,684.47,35.7
Well 4,281,6,0.32,116.5684,24.5,448.34,110.45,682.39,37.0
Well 4,281,6,0.325,113.7125,25.3,454.85,110.5,681.03,38.3
Well 4,280,6,0.326,104.7098,26.0,455.26,110.34,679.66,39.5
Well 4,280,6,0.325,104.4982,26.9,454.34,110.28,679.01,39.8
Well 4,280,7,0.324,112.9375,27.8,451.75,110.34,678.3,43.0
Well 4,279,7,0.322,112.2425,28.2,448.97,110.25,676.99,43.5
Well 4,279,7,0.32,116.0744,28.5,446.44,110.36,676.94,44.6
Well 4,280,7,0.322,116.73740000000001,28.6,448.99,110.34,676.94,41.7
Well 4,279,7,0.331,120.1434,28.5,462.09,110.34,676.29,42.9
Well 4,279,7,0.342,119.3325,28.1,477.33,110.31,676.29,43.4
Well 4,279,7,0.348,111.42810000000001,27.5,484.47,110.36,676.29,44.3
Well 4,279,7,0.348,116.3016,28.4,484.59,110.36,674.93,44.8
Well 4,279,7,0.345,119.8975,30.0,479.59,110.36,674.27,44.8
Well 4,279,7,0.328,118.677,31.8,456.45,110.39,674.98,44.4
Well 4,279,7,0.311,116.72100000000002,32.1,432.3,110.42,674.86,44.2
Well 4,279,7,0.317,114.842,32.1,441.7,110.45,674.98,44.6
Well 4,279,7,0.321,111.555,30.9,446.22,110.39,674.86,44.3
Well 4,279,7,0.319,111.0025,31.5,444.01,110.28,674.98,44.9
Well 4,279,7,0.318,110.615,31.5,442.46,110.36,674.21,45.2
Well 4,279,7,0.321,115.89500000000001,31.2,445.75,110.42,674.21,45.6
Well 4,279,7,0.319,115.4478,31.8,444.03,110.31,673.62,45.6
Well 4,279,7,0.315,118.28970000000001,32.0,438.11,110.39,673.56,45.4
Well 4,279,7,0.314,117.80640000000001,32.2,436.32,110.34,673.56,45.8
Well 4,279,7,0.314,117.80640000000001,32.5,436.32,110.36,674.27,45.7
Well 4,279,7,0.31,111.8702,32.9,430.27,110.42,674.21,45.6
Well 4,279,7,0.308,111.4828,32.8,428.78,110.28,674.21,45.4
Well 4,279,7,0.309,111.4672,32.7,428.72,110.2,674.21,45.5
Well 4,279,7,0.306,114.71220000000001,33.0,424.86,110.22,673.62,45.3
Well 4,279,7,0.302,113.31630000000001,33.5,419.69,110.28,674.98,45.5
Well 4,279,7,0.301,108.83860000000001,33.4,418.61,110.28,675.69,45.6
Well 4,283,7,0.307,118.81800000000001,33.3,424.35,110.39,692.84,45.5
Well 4,285,8,0.302,119.89600000000002,37.0,428.2,110.31,698.77,45.8
Well 4,284,9,0.301,128.373,39.9,427.91,110.31,697.35,45.8
Well 4,285,9,0.308,122.5056,39.2,437.52,110.48,696.7,44.9
Well 4,284,9,0.306,130.143,39.7,433.81,110.39,696.11,45.0
Well 4,284,9,0.306,130.46699999999998,39.5,434.89,110.48,696.11,45.4
Well 4,284,9,0.307,130.5,39.4,435.0,110.39,696.11,44.8
Well 4,284,9,0.303,120.512,39.4,430.4,110.42,696.76,44.9
Well 4,285,9,0.309,122.97600000000001,38.9,439.2,110.5,697.47,44.7
Well 4,285,9,0.317,121.6917,38.1,450.71,110.45,696.76,44.6
